image,label,label_id
10/175404.png,environment,43
10/175404.png,global warming,59
2/88472.jpg,strength,6
2/88472.jpg,injury,31
2/88472.jpg,pain,60
10/173376.png,quality,61
10/173376.png,holiday,62
10/173762.png,desire,37
10/173762.png,youth,63
9/46659.jpg,sexuality,9
9/46659.jpg,sex,10
9/46659.jpg,sexual,52
9/46659.jpg,sexy,7
3/6773.jpg,sports,64
2/85672.jpg,automobile,65
2/85672.jpg,messy,66
7/36927.jpg,water,67
7/36927.jpg,health,57
4/119834.jpg,freshness,68
4/119834.jpg,break,69
10/171186.png,freedom,54
10/171186.png,freedom,54
7/123407.jpg,speed,70
1/24481.jpg,energy,71
1/24481.jpg,athleticism,72
1/24481.jpg,fun,16
5/127305.jpg,adventure,73
5/127305.jpg,sharp,74
10/171930.png,confidence,75
10/171930.png,innocence,49
8/106838.jpg,health,57
8/106838.jpg,fitness,76
8/106838.jpg,death,21
0/24680.jpg,contrast,77
0/24680.jpg,safe,78
4/138864.jpg,speed,70
4/138864.jpg,speed,70
10/171574.png,entertainment,1
10/171574.png,party,79
10/171574.png,quality,61
10/171574.png,entertainment,1
1/104141.jpg,play,80
1/104141.jpg,nature,12
5/46015.jpg,animal cruelty,81
5/46015.jpg,death,21
5/46015.jpg,animal abuse,82
10/173627.png,innovation,83
10/173627.png,death,21
0/25280.jpg,vacation,51
10/174539.png,death,21
10/174539.png,death,21
10/174539.png,death,21
10/174539.png,suicide,84
10/174539.png,death,21
1/58221.jpg,creativity,85
10/170836.png,relax,86
10/170836.png,home,4
3/10433.jpg,birth,34
3/10433.jpg,odd,87
4/1454.jpg,speed,70
5/86535.jpg,childhood,14
5/86535.jpg,innocence,49
0/165240.jpg,beauty,18
0/165240.jpg,different,88
10/172755.png,delicious,55
10/172755.png,delicious,55
10/172755.png,hunger,89
10/172755.png,delicious,55
2/99962.jpg,control,90
2/99962.jpg,control,90
2/99962.jpg,control,90
10/172766.png,coffee,91
8/135328.jpg,hunger,89
8/135328.jpg,environment,43
10/174627.png,sex,10
10/174627.png,sport,3
9/139159.jpg,fresh,47
9/139159.jpg,nature,12
9/139159.jpg,refreshing,92
10/172164.png,fun,16
10/172164.png,game,93
10/172164.png,excitement,15
3/1463.jpg,space,94
6/71926.jpg,peace,95
6/71926.jpg,youth,63
6/71926.jpg,happy,96
2/41252.jpg,abuse,24
2/41252.jpg,violence,23
2/41252.jpg,physical abuse,97
2/41252.jpg,domestic violence,98
10/175691.png,thirst,99
10/177085.png,freedom,54
10/177085.png,relaxation,100
10/177085.png,outdoors,101
7/158737.jpg,glamour,102
7/158737.jpg,sex,10
1/155151.jpg,relax,86
1/155151.jpg,freedom,54
9/12019.jpg,growth,103
9/12019.jpg,beer,104
1/163501.jpg,sex,10
10/174756.png,weight loss,105
10/174756.png,weight loss,105
10/174756.png,nutrition,106
8/139978.jpg,party,79
10/173730.png,smoking,48
10/170348.png,natural,13
10/174439.png,flight,107
10/174439.png,flight,107
10/174439.png,nature,12
10/170155.png,energy,71
10/170155.png,future,108
10/173717.png,sports,64
10/173717.png,adventure,73
10/172012.png,stylish,109
10/172012.png,beauty,18
10/172012.png,fashion,39
10/176673.png,sharing,110
10/176673.png,sex appeal,111
1/165071.jpg,royalty,112
1/165071.jpg,alcohol,113
1/165071.jpg,exotic,50
1/165071.jpg,art,114
10/170088.png,sexy,7
10/170088.png,music,40
10/170088.png,natural,13
10/172979.png,cool,115
10/172979.png,cool,115
10/172979.png,fun,16
10/172979.png,fun,16
10/177922.png,animal cruelty,81
10/177922.png,violence,23
10/177922.png,death,21
10/177922.png,nature,12
4/159674.jpg,sadness,116
4/159674.jpg,confidence,75
10/170607.png,food,42
10/170607.png,food,42
10/170607.png,fun,16
10/172613.png,love,117
10/172613.png,love,117
7/145637.jpg,diversity,118
7/145637.jpg,nature,12
9/19369.jpg,speed,70
10/171892.png,healthy,119
10/170983.png,desire,37
10/170983.png,seduction,120
10/170983.png,lust,8
10/170691.png,abuse,24
10/171372.png,simplicity,121
0/100940.jpg,family,26
10/173960.png,nature,12
10/173960.png,environment,43
10/173960.png,environment,43
10/172139.png,heart,58
10/172139.png,heart,58
10/172139.png,heart,58
10/172139.png,unhealthy,122
1/145541.jpg,sex,10
1/145541.jpg,travel,38
1/145541.jpg,easy,123
6/99266.jpg,healthy,119
6/99266.jpg,healthy,119
6/99266.jpg,fresh,47
6/99266.jpg,natural,13
0/69850.jpg,cool,115
0/152040.jpg,desire,37
0/152040.jpg,fun,16
0/152040.jpg,choices,124
0/152040.jpg,humor,11
10/176400.png,violence,23
10/176400.png,environment,43
2/38692.jpg,clothing,125
2/38692.jpg,work,126
1/36291.jpg,travel,38
1/36291.jpg,imagination,127
1/36291.jpg,travel,38
1/36291.jpg,innovation,83
8/104148.jpg,unhealthy,122
8/104148.jpg,safety,128
8/104148.jpg,health,57
3/7003.jpg,fashion,39
3/7003.jpg,size,129
2/31672.jpg,technology,28
2/31672.jpg,innovation,83
2/31672.jpg,choices,124
2/31672.jpg,variety,130
1/145631.jpg,lust,8
1/145631.jpg,environment,43
8/12758.jpg,fantasy,53
8/12758.jpg,danger,29
10/177443.png,classic,131
10/177443.png,food,42
10/177443.png,art,114
10/173163.png,beauty,18
10/173163.png,beauty,18
2/95492.jpg,food,42
0/103050.jpg,nature,12
6/10316.jpg,beer,104
6/10316.jpg,beer,104
6/10316.jpg,beer,104
0/134100.jpg,sex,10
0/134100.jpg,sex,10
5/102895.jpg,environment,43
6/54756.jpg,art,114
6/54756.jpg,art,114
4/44734.jpg,protection,35
4/44734.jpg,protection,35
9/41479.jpg,diversity,118
9/41479.jpg,culture,132
1/83221.jpg,future,108
7/41277.jpg,suicide,84
7/41277.jpg,abuse,24
7/41277.jpg,fear,133
7/41277.jpg,abuse,24
10/173054.png,flavor,134
10/173054.png,fresh,47
10/173054.png,excitement,15
10/174398.png,natural,13
6/18186.jpg,abuse,24
6/18186.jpg,harmful,135
6/18186.jpg,abuse,24
8/39958.jpg,clean,17
10/173048.png,clean,17
5/138855.jpg,fast,136
10/170915.png,death,21
10/170915.png,death,21
10/170915.png,death,21
10/170915.png,death,21
1/11281.jpg,freedom,54
4/127564.jpg,sex,10
4/127564.jpg,sexy,7
4/127564.jpg,sexual,52
10/170956.png,ice cream,137
10/172255.png,glamour,102
10/172255.png,sex,10
10/171739.png,healthy,119
10/171739.png,natural,13
10/171739.png,freshness,68
10/175860.png,health,57
10/175860.png,innocence,49
10/175860.png,innocence,49
10/175860.png,smoking,48
2/123562.jpg,strong,5
10/172767.png,coffee,91
10/172937.png,attraction,138
0/92170.jpg,love,117
6/103376.jpg,nature,12
6/103376.jpg,pollution,45
10/172061.png,natural,13
10/172061.png,fresh,47
10/172061.png,natural,13
10/172061.png,natural,13
5/103385.jpg,comfort,139
5/103385.jpg,natural,13
5/103385.jpg,nature,12
9/120809.jpg,surprise,140
9/120809.jpg,surprise,140
9/18869.jpg,hunger,89
9/18869.jpg,sharing,110
9/18869.jpg,hunger,89
3/85783.jpg,family,26
3/85783.jpg,comfort,139
3/85783.jpg,adventure,73
3/85783.jpg,adventure,73
10/172587.png,sexy,7
10/172587.png,mystery,20
10/172587.png,beauty,18
3/12233.jpg,odd,87
3/12233.jpg,technology,28
2/68562.jpg,choices,124
2/68562.jpg,sports,64
2/68562.jpg,athletic,141
2/68562.jpg,sports,64
6/10006.jpg,tasty,142
6/10006.jpg,beer,104
6/10006.jpg,beer,104
8/40158.jpg,sex,10
10/173809.png,hunger,89
10/173809.png,hungry,143
10/173809.png,beauty,18
6/102446.jpg,fun,16
3/11603.jpg,cool,115
3/11603.jpg,cool,115
6/48986.jpg,precision,144
8/142568.jpg,time,145
8/142568.jpg,time,145
4/67334.jpg,easy,123
4/67334.jpg,simple,146
5/129555.jpg,music,40
5/129555.jpg,excitement,15
6/41476.jpg,love,117
6/41476.jpg,love,117
6/41476.jpg,love,117
0/51280.jpg,wildlife,147
0/51280.jpg,sexy,7
0/51280.jpg,nature,12
0/51280.jpg,beauty,18
0/51280.jpg,sex,10
6/25206.jpg,fresh,47
2/11962.jpg,injury,31
0/106470.jpg,sports,64
0/106470.jpg,athleticism,72
0/102580.jpg,family,26
0/102580.jpg,protection,35
3/86313.jpg,healthy,119
3/86313.jpg,hunger,89
3/86313.jpg,natural,13
10/171122.png,purity,148
3/132653.jpg,fresh,47
3/132653.jpg,fresh,47
2/158592.jpg,coolness,149
1/135041.jpg,death,21
1/135041.jpg,family,26
1/118371.jpg,danger,29
1/118371.jpg,accident,150
10/172630.png,fast,136
10/172630.png,speed,70
10/172630.png,speed,70
10/172630.png,energy,71
10/172630.png,speed,70
3/80753.jpg,class,151
3/80753.jpg,classic,131
10/177280.png,love,117
10/177280.png,love,117
10/175162.png,cold,152
10/175162.png,coolness,149
10/175162.png,cold,152
10/175162.png,speed,70
8/152468.jpg,sexy,7
8/152468.jpg,sex,10
8/152468.jpg,sexuality,9
8/152468.jpg,sexual,52
1/118031.jpg,strength,6
1/118031.jpg,innovation,83
4/87604.jpg,sexy,7
4/87604.jpg,sex,10
0/100580.jpg,protection,35
0/100580.jpg,danger,29
10/172156.png,love,117
10/172156.png,fresh,47
6/106696.jpg,childhood,14
6/106696.jpg,youth,63
6/106696.jpg,play,80
10/170107.png,environment,43
10/172198.png,danger,29
10/172198.png,dangerous,30
10/172198.png,thirst,99
10/171330.png,different,88
10/171330.png,beauty,18
10/174723.png,innocence,49
10/174723.png,sex,10
10/174723.png,sex,10
10/174723.png,sex,10
8/7488.jpg,unity,153
0/123780.jpg,party,79
10/170510.png,sexy,7
10/170510.png,sex,10
10/170510.png,sex,10
4/107954.jpg,elegance,154
4/139144.jpg,refreshing,92
6/82986.jpg,humor,11
10/177418.png,craving,155
10/177418.png,flavor,134
10/177418.png,change,156
9/87979.jpg,style,157
10/175935.png,freshness,68
10/175935.png,pizza,158
10/177459.png,energy,71
10/177459.png,energy,71
10/177459.png,energy,71
10/177459.png,excitement,15
10/177459.png,power,159
10/174139.png,happiness,160
10/174139.png,no symbol detected,161
10/174139.png,happiness,160
10/177447.png,energy,71
10/177447.png,happy,96
5/117865.jpg,fear,133
10/172362.png,clean,17
10/172362.png,beauty,18
10/172362.png,clean,17
10/176966.png,physical abuse,97
10/176966.png,abuse,24
10/176966.png,violence,23
10/176966.png,abuse,24
0/127440.jpg,danger,29
0/127440.jpg,danger,29
0/127440.jpg,safety,128
0/127440.jpg,freedom,54
10/171972.png,sadness,116
7/124147.jpg,exercise,162
7/124147.jpg,strong,5
7/124147.jpg,strength,6
7/124147.jpg,fitness,76
7/124147.jpg,exercise,162
7/93877.jpg,power,159
7/93877.jpg,tough,163
4/23864.jpg,sex appeal,111
10/172210.png,adventure,73
10/172210.png,rugged,164
10/172210.png,rugged,164
4/135274.jpg,harmful,135
4/135274.jpg,death,21
4/135274.jpg,death,21
4/135274.jpg,danger,29
4/135274.jpg,death,21
5/135635.jpg,hungry,143
5/135635.jpg,odd,87
3/4373.jpg,protection,35
3/4373.jpg,shoes,165
3/4373.jpg,shoes,165
8/147238.jpg,chocolate,166
8/147238.jpg,destruction,167
10/175070.png,intelligence,168
10/175070.png,no symbol detected,161
10/177905.png,travel,38
10/177905.png,natural,13
10/177347.png,dangerous,30
10/174174.png,healthy,119
10/174174.png,health,57
10/174174.png,health,57
10/174174.png,healthy,119
8/52778.jpg,smoking,48
8/52778.jpg,pollution,45
8/52778.jpg,health,57
8/52778.jpg,pollution,45
0/7250.jpg,sex,10
0/7250.jpg,sex,10
0/7250.jpg,protection,35
10/173382.png,adventurous,169
10/173382.png,adventure,73
0/140150.jpg,music,40
0/140150.jpg,awake,170
0/140150.jpg,different,88
4/130374.jpg,sad,171
4/130374.jpg,sad,171
10/172653.png,relaxation,100
1/92021.jpg,humor,11
1/92021.jpg,innovation,83
7/72947.jpg,options,172
7/72947.jpg,new,173
10/171479.png,nature,12
10/171479.png,nature,12
4/20304.jpg,art,114
4/20304.jpg,art,114
4/20304.jpg,delicious,55
4/20304.jpg,food,42
10/171573.png,danger,29
10/171573.png,violence,23
10/171573.png,death,21
10/171573.png,death,21
10/171573.png,death,21
1/26561.jpg,work,126
1/26561.jpg,food,42
10/171332.png,healthy,119
10/172318.png,sexy,7
10/172318.png,attractive,174
3/116073.jpg,beauty,18
3/53233.jpg,fashion,39
3/53233.jpg,beauty,18
3/53233.jpg,exotic,50
2/127402.jpg,safety,128
2/127402.jpg,safety,128
2/127402.jpg,care,175
2/127402.jpg,safety,128
8/7208.jpg,pain,60
8/7208.jpg,pain,60
8/7208.jpg,pain,60
6/61866.jpg,style,157
6/61866.jpg,sexy,7
10/172296.png,holiday,62
10/172296.png,christmas,176
10/172296.png,winter,177
2/69712.jpg,variety,130
2/69712.jpg,christmas,176
10/176750.png,unity,153
10/176750.png,music,40
4/97534.jpg,sex,10
10/171964.png,attractive,174
10/171964.png,coolness,149
0/81880.jpg,individuality,178
3/4763.jpg,success,179
3/4763.jpg,style,157
10/171970.png,fun,16
10/171970.png,future,108
5/159295.jpg,strong,5
5/159295.jpg,style,157
10/170189.png,flying,180
0/125880.jpg,sexuality,9
0/125880.jpg,sexy,7
0/125880.jpg,beauty,18
0/125880.jpg,attraction,138
0/125880.jpg,attraction,138
2/158692.jpg,beauty,18
2/158692.jpg,coolness,149
2/158692.jpg,sex,10
2/158692.jpg,sex,10
2/158692.jpg,sexuality,9
0/52460.jpg,protection,35
0/52460.jpg,protection,35
0/52460.jpg,nature,12
0/52460.jpg,environment,43
0/52460.jpg,protection,35
1/125411.jpg,fashion,39
1/125411.jpg,art,114
1/125411.jpg,new,173
10/170789.png,beauty,18
10/170789.png,beauty,18
6/45856.jpg,fashion,39
6/45856.jpg,abuse,24
6/45856.jpg,abuse,24
1/109301.jpg,adventure,73
1/109301.jpg,style,157
0/81740.jpg,safe,78
0/81740.jpg,love,117
4/52414.jpg,environment,43
4/52414.jpg,environment,43
4/52414.jpg,animal,181
4/52414.jpg,nature,12
9/154739.jpg,heart,58
9/154739.jpg,sexual,52
9/154739.jpg,lust,8
9/154739.jpg,sex,10
9/154739.jpg,sex,10
10/174658.png,beauty,18
10/174658.png,sex,10
10/174658.png,sexuality,9
10/174658.png,no symbol detected,161
10/176308.png,broken,182
6/115816.jpg,drink,183
2/116052.jpg,togetherness,184
2/116052.jpg,love,117
2/116052.jpg,love,117
10/170215.png,food,42
10/170215.png,taste,185
7/133397.jpg,danger,29
1/110151.jpg,speed,70
1/110151.jpg,exploration,186
1/110151.jpg,speed,70
3/18913.jpg,hunger,89
3/18913.jpg,delicious,55
3/18913.jpg,delicious,55
3/18913.jpg,hunger,89
4/66464.jpg,strong,5
6/109956.jpg,travel,38
6/109956.jpg,old,187
6/109956.jpg,stylish,109
2/116472.jpg,natural,13
2/116472.jpg,sex,10
8/49368.jpg,protection,35
8/49368.jpg,power,159
1/29881.jpg,sex,10
4/123914.jpg,strong,5
5/23825.jpg,sports,64
5/23825.jpg,active,2
10/173396.png,friendship,19
10/171847.png,spicy,188
7/120017.jpg,fun,16
7/120017.jpg,happiness,160
7/120017.jpg,happiness,160
7/66897.jpg,education,189
7/66897.jpg,future,108
9/41679.jpg,messy,66
0/72260.jpg,protection,35
0/72260.jpg,action,190
7/125437.jpg,fun,16
10/174835.png,messy,66
10/174835.png,wealth,46
10/174835.png,beauty,18
10/170497.png,power,159
2/144772.jpg,strong,5
2/144772.jpg,speed,70
9/87479.jpg,money,191
9/87479.jpg,intelligence,168
8/102518.jpg,car,192
8/102518.jpg,easy,123
8/102518.jpg,small,193
10/173496.png,strength,6
10/170472.png,sex,10
7/158637.jpg,nature,12
7/158637.jpg,natural,13
7/158637.jpg,natural,13
7/158637.jpg,nature,12
10/173536.png,love,117
10/173536.png,love,117
10/173536.png,love,117
10/173536.png,heart,58
10/173536.png,love,117
3/713.jpg,balance,194
3/713.jpg,athletic,141
8/348.jpg,innocence,49
9/27139.jpg,health,57
9/27139.jpg,power,159
9/27139.jpg,natural,13
10/176889.png,hunger,89
10/176889.png,hunger,89
10/176889.png,healthy,119
1/116421.jpg,animal cruelty,81
1/116421.jpg,animal abuse,82
1/116421.jpg,abuse,24
2/163862.jpg,class,151
2/163862.jpg,old,187
2/163862.jpg,old,187
4/35424.jpg,different,88
4/35424.jpg,hot,195
7/42247.jpg,injury,31
7/42247.jpg,danger,29
7/42247.jpg,pain,60
7/42247.jpg,danger,29
1/40281.jpg,time,145
1/40281.jpg,vacation,51
7/134997.jpg,smoking,48
7/134997.jpg,unhealthy,122
7/134997.jpg,smoking,48
7/134997.jpg,death,21
4/70034.jpg,death,21
4/70034.jpg,injury,31
4/70034.jpg,death,21
5/35655.jpg,bullying,196
5/35655.jpg,sad,171
9/144899.jpg,control,90
9/144899.jpg,sports,64
9/144899.jpg,home,4
9/116269.jpg,violence,23
2/11682.jpg,party,79
1/96921.jpg,family,26
3/145373.jpg,pollution,45
3/145373.jpg,pollution,45
4/123594.jpg,nature,12
4/123594.jpg,energy,71
4/145504.jpg,sex,10
4/145504.jpg,joy,197
4/145504.jpg,fun,16
10/175153.png,beauty,18
8/149398.jpg,vacation,51
8/149398.jpg,relax,86
10/176491.png,happiness,160
10/176491.png,nature,12
10/172356.png,craving,155
10/172356.png,chocolate,166
9/127229.jpg,danger,29
9/127229.jpg,adventure,73
10/177781.png,chocolate,166
10/177781.png,nature,12
10/177781.png,nature,12
10/177781.png,chocolate,166
10/172842.png,flying,180
10/172842.png,flight,107
10/172842.png,break,69
7/56887.jpg,tasty,142
10/171712.png,indulgence,198
10/171712.png,excitement,15
3/120053.jpg,exotic,50
3/120053.jpg,flavor,134
5/13405.jpg,individuality,178
10/173414.png,flight,107
2/133372.jpg,sport,3
2/133372.jpg,adventure,73
2/133372.jpg,nature,12
2/133372.jpg,adventure,73
2/123982.jpg,strong,5
0/57700.jpg,environment,43
10/173131.png,vacation,51
10/173131.png,relax,86
10/173131.png,vacation,51
6/38966.jpg,fun,16
10/174932.png,nutrition,106
10/174932.png,cleanliness,25
10/173920.png,birth,34
10/173920.png,birth,34
10/173920.png,new,173
10/171928.png,luxury,199
10/172440.png,holiday,62
10/172440.png,celebration,56
10/172440.png,christmas,176
10/172440.png,christmas,176
10/172440.png,holiday,62
10/170282.png,happiness,160
4/147204.jpg,royalty,112
10/174330.png,violence,23
10/176440.png,unhealthy,122
10/176440.png,danger,29
10/176440.png,health,57
10/176440.png,danger,29
4/158614.jpg,sex,10
4/158614.jpg,innocence,49
4/158614.jpg,sex,10
8/121848.jpg,party,79
8/121848.jpg,music,40
10/171251.png,pizza,158
10/171251.png,food,42
4/78434.jpg,fresh,47
4/78434.jpg,fresh,47
4/78434.jpg,cool,115
0/128030.jpg,death,21
0/128030.jpg,death,21
0/128030.jpg,death,21
0/128030.jpg,death,21
3/125653.jpg,fear,133
3/125653.jpg,danger,29
9/38839.jpg,fun,16
5/95275.jpg,light,41
5/95275.jpg,smooth,200
5/95275.jpg,innovative,201
2/58432.jpg,fitness,76
2/58432.jpg,sex appeal,111
2/58432.jpg,sex,10
2/117512.jpg,history,202
2/117512.jpg,sports,64
8/127308.jpg,injury,31
8/127308.jpg,death,21
8/127308.jpg,death,21
10/172591.png,fashion,39
2/68812.jpg,dangerous,30
4/7604.jpg,innocence,49
10/174737.png,violence,23
10/174737.png,abuse,24
10/174737.png,violence,23
3/159303.jpg,sexy,7
3/159303.jpg,fashion,39
3/159303.jpg,style,157
3/159303.jpg,lust,8
5/152435.jpg,hot,195
5/152435.jpg,time,145
1/101771.jpg,strength,6
1/101771.jpg,food,42
1/101771.jpg,strength,6
1/101771.jpg,taste,185
5/136135.jpg,childhood,14
1/92741.jpg,energy,71
10/171268.png,fancy,203
1/133381.jpg,fast,136
10/174217.png,monster,204
10/174217.png,monster,204
1/66431.jpg,protection,35
1/150941.jpg,freshness,68
2/1452.jpg,elegance,154
2/1452.jpg,luxury,199
10/174797.png,love,117
10/174797.png,violence,23
10/173193.png,class,151
10/172663.png,holiday,62
10/172663.png,christmas,176
10/172663.png,holiday,62
10/175405.png,sex,10
10/175405.png,protection,35
4/69554.jpg,protection,35
4/69554.jpg,protection,35
0/149600.jpg,adventure,73
10/171658.png,health,57
10/171658.png,health,57
10/171658.png,health,57
10/171658.png,heart,58
4/38754.jpg,sexy,7
4/38754.jpg,sexual,52
9/116529.jpg,abuse,24
9/116529.jpg,abuse,24
3/52513.jpg,environment,43
3/52513.jpg,destruction,167
3/52513.jpg,adventurous,169
2/135112.jpg,danger,29
2/135112.jpg,pollution,45
2/135112.jpg,harmful,135
2/135112.jpg,pollution,45
3/37443.jpg,adventure,73
3/37443.jpg,imagination,127
3/37443.jpg,adventure,73
3/37443.jpg,imagination,127
10/171289.png,excitement,15
10/171289.png,hunger,89
10/171587.png,danger,29
10/171587.png,environment,43
4/41354.jpg,unique,205
4/41354.jpg,sadness,116
4/41354.jpg,physical abuse,97
1/158961.jpg,speed,70
1/158961.jpg,change,156
7/11567.jpg,sex,10
7/11567.jpg,growth,103
7/11567.jpg,nature,12
7/11567.jpg,growth,103
7/11567.jpg,exotic,50
5/20835.jpg,art,114
5/20835.jpg,sports,64
8/18458.jpg,sports,64
8/18458.jpg,entertainment,1
8/18458.jpg,unity,153
1/127241.jpg,death,21
10/170598.png,heat,206
3/67993.jpg,joy,197
3/67993.jpg,sadness,116
3/67993.jpg,happiness,160
3/67993.jpg,happy,96
10/171225.png,sexy,7
10/171225.png,elegance,154
10/177598.png,candy,36
10/177598.png,break,69
10/177598.png,excitement,15
0/98720.jpg,refreshing,92
0/98720.jpg,freshness,68
0/98720.jpg,freedom,54
0/98720.jpg,adventure,73
10/170775.png,candy,36
5/115825.jpg,christmas,176
5/115825.jpg,christmas,176
10/170670.png,smooth,200
10/170670.png,beauty,18
10/173148.png,physical abuse,97
10/173148.png,domestic violence,98
10/173148.png,abuse,24
10/173148.png,abuse,24
10/173148.png,violence,23
5/139315.jpg,scary,207
10/172436.png,family,26
10/172436.png,life,208
2/135022.jpg,death,21
2/135022.jpg,harmful,135
7/124297.jpg,athletic,141
7/124297.jpg,speed,70
7/124297.jpg,athleticism,72
7/124297.jpg,athletic,141
10/173992.png,flavorful,209
8/14358.jpg,party,79
8/14358.jpg,entertainment,1
10/171902.png,dangerous,30
10/171902.png,danger,29
4/145064.jpg,chocolate,166
4/145064.jpg,shoes,165
0/68330.jpg,humor,11
0/68330.jpg,humor,11
0/68330.jpg,humor,11
2/99532.jpg,adventurous,169
2/99532.jpg,water,67
4/136784.jpg,home,4
4/100114.jpg,danger,29
10/175621.png,happiness,160
10/175621.png,beauty,18
10/175621.png,youth,63
10/174214.png,innocence,49
10/174214.png,sadness,116
10/174214.png,sadness,116
10/174214.png,sadness,116
10/174214.png,sad,171
10/170974.png,christmas,176
10/170974.png,christmas,176
10/171017.png,danger,29
10/171017.png,danger,29
10/171017.png,danger,29
10/171017.png,war,210
10/172686.png,beauty,18
10/172686.png,beauty,18
10/172686.png,glamour,102
8/66348.jpg,health,57
8/66348.jpg,health,57
6/136986.jpg,nature,12
6/136986.jpg,nature,12
6/136986.jpg,attraction,138
2/52722.jpg,cold,152
2/52722.jpg,heart,58
2/52722.jpg,heart,58
2/52722.jpg,heart,58
1/166611.jpg,cold,152
1/166611.jpg,cool,115
1/166611.jpg,cold,152
10/175014.png,innovation,83
10/172548.png,big,211
4/17904.jpg,bullying,196
4/17904.jpg,broken,182
4/17904.jpg,bullying,196
7/127347.jpg,dangerous,30
7/127347.jpg,death,21
7/127347.jpg,new,173
10/175772.png,winter,177
10/175772.png,family,26
10/175772.png,family,26
10/175772.png,fun,16
10/175772.png,winter,177
0/57870.jpg,travel,38
0/57870.jpg,travel,38
0/54490.jpg,nature,12
0/54490.jpg,outdoors,101
10/176098.png,cool,115
10/176098.png,entertainment,1
10/172085.png,lust,8
5/14625.jpg,strong,5
5/14625.jpg,monster,204
5/14625.jpg,strong,5
5/14625.jpg,adventure,73
3/20313.jpg,power,159
0/106800.jpg,confidence,75
0/106800.jpg,happy,96
0/106800.jpg,confidence,75
1/70371.jpg,power,159
0/26020.jpg,class,151
0/26020.jpg,innovative,201
5/53795.jpg,refreshing,92
5/53795.jpg,different,88
8/14048.jpg,game,93
8/14048.jpg,wealth,46
10/174850.png,death,21
10/174850.png,global warming,59
10/174850.png,danger,29
1/142361.jpg,beauty,18
1/142361.jpg,nature,12
1/142361.jpg,wild,212
1/142361.jpg,nature,12
10/174395.png,danger,29
10/174395.png,safety,128
1/62911.jpg,vacation,51
4/43494.jpg,happiness,160
4/43494.jpg,happiness,160
9/30069.jpg,birth,34
9/30069.jpg,birth,34
2/11982.jpg,natural,13
2/11982.jpg,fun,16
2/11982.jpg,fresh,47
10/173061.png,natural,13
10/173061.png,natural,13
10/172271.png,flavor,134
10/172271.png,power,159
10/172271.png,energy,71
3/157013.jpg,seduction,120
3/157013.jpg,sex,10
3/157013.jpg,sexy,7
10/173161.png,beauty,18
